beta,omega,steady_time
0.24489795918367346,5.0,26.830000000000002
0.2755102040816326,0.5,149.99
0.2755102040816326,0.5918367346938775,149.99
0.2755102040816326,0.6836734693877551,54.02
0.2755102040816326,0.7755102040816326,149.99
0.2755102040816326,0.8673469387755102,149.99
0.2755102040816326,0.9591836734693877,58.94
0.2755102040816326,1.0510204081632653,47.17
0.2755102040816326,1.1428571428571428,46.300000000000004
0.2755102040816326,1.2346938775510203,52.620000000000005
0.2755102040816326,1.3265306122448979,56.34
0.2755102040816326,1.4183673469387754,46.9
0.2755102040816326,1.5102040816326532,59.43
0.2755102040816326,1.6020408163265307,83.34
0.2755102040816326,1.6938775510204083,59.81
0.2755102040816326,1.7857142857142858,46.980000000000004
0.2755102040816326,1.8775510204081634,149.99
0.2755102040816326,1.969387755102041,149.99
0.2755102040816326,2.0612244897959187,149.99
0.2755102040816326,2.1530612244897958,149.99
0.2755102040816326,2.2448979591836737,149.99
0.2755102040816326,2.336734693877551,149.99
0.2755102040816326,2.428571428571429,149.99
0.2755102040816326,2.5204081632653064,149.99
0.2755102040816326,2.612244897959184,72.04
0.2755102040816326,2.7040816326530615,149.99
0.2755102040816326,2.795918367346939,149.99
0.2755102040816326,2.8877551020408165,149.99
0.2755102040816326,2.979591836734694,149.99
0.2755102040816326,3.0714285714285716,37.62
0.2755102040816326,3.163265306122449,35.07
0.2755102040816326,3.2551020408163267,38.03
0.2755102040816326,3.3469387755102042,36.43
0.2755102040816326,3.438775510204082,33.3
0.2755102040816326,3.5306122448979593,30.6
0.2755102040816326,3.622448979591837,28.36
0.2755102040816326,3.7142857142857144,26.11
0.2755102040816326,3.806122448979592,24.32
0.2755102040816326,3.8979591836734695,26.88
0.2755102040816326,3.989795918367347,31.42
0.2755102040816326,4.081632653061225,31.18
0.2755102040816326,4.173469387755102,26.63
0.2755102040816326,4.26530612244898,26.61
0.2755102040816326,4.357142857142858,26.62
0.2755102040816326,4.448979591836735,26.51
0.2755102040816326,4.540816326530613,26.490000000000002
0.2755102040816326,4.63265306122449,26.51
0.2755102040816326,4.724489795918368,26.55
0.2755102040816326,4.816326530612245,26.61
0.2755102040816326,4.908163265306123,26.67
0.2755102040816326,5.0,26.72
0.30612244897959184,0.5,149.99
0.30612244897959184,0.5918367346938775,149.99
0.30612244897959184,0.6836734693877551,69.96000000000001
0.30612244897959184,0.7755102040816326,149.99
0.30612244897959184,0.8673469387755102,149.99
0.30612244897959184,0.9591836734693877,52.15
0.30612244897959184,1.0510204081632653,40.03
0.30612244897959184,1.1428571428571428,53.56
0.30612244897959184,1.2346938775510203,48.09
0.30612244897959184,1.3265306122448979,61.56
0.30612244897959184,1.4183673469387754,49.57
0.30612244897959184,1.5102040816326532,64.12
0.30612244897959184,1.6020408163265307,56.58
0.30612244897959184,1.6938775510204083,64.11
0.30612244897959184,1.7857142857142858,149.99
0.30612244897959184,1.8775510204081634,149.99
0.30612244897959184,1.969387755102041,149.99
0.30612244897959184,2.0612244897959187,130.13
0.30612244897959184,2.1530612244897958,149.99
0.30612244897959184,2.2448979591836737,149.99
0.30612244897959184,2.336734693877551,149.99
0.30612244897959184,2.428571428571429,149.99
0.30612244897959184,2.5204081632653064,149.99
0.30612244897959184,2.612244897959184,149.99
0.30612244897959184,2.7040816326530615,11.09
0.30612244897959184,2.795918367346939,149.99
0.30612244897959184,2.8877551020408165,149.99
0.30612244897959184,2.979591836734694,149.99
0.30612244897959184,3.0714285714285716,100.88
0.30612244897959184,3.163265306122449,32.5
0.30612244897959184,3.2551020408163267,30.5
0.30612244897959184,3.3469387755102042,41.5
0.30612244897959184,3.438775510204082,33.6
0.30612244897959184,3.5306122448979593,30.7
0.30612244897959184,3.622448979591837,28.35
0.30612244897959184,3.7142857142857144,26.03
0.30612244897959184,3.806122448979592,24.11
